filename,c_min,c_max,r_min,r_max
1399.jpeg,503,655,162,373
139b54a4124867ef.jpg,380,649,160,515
139eaecf0eb2cab7.jpg,487,724,220,551
139eaecf0eb2cab7.jpg,934,1019,253,387
13b539c95bc2712a.jpg,816,1019,96,382
13b539c95bc2712a.jpg,686,829,306,453
13b539c95bc2712a.jpg,428,535,317,464
13b539c95bc2712a.jpg,503,663,368,627
13d03d06065216d1.jpg,21,283,128,491
13d03d06065216d1.jpg,658,795,158,368
13d03d06065216d1.jpg,455,592,196,334
13e52e2c0ca991bc.jpg,272,391,64,221
13e52e2c0ca991bc.jpg,759,874,74,245
13e52e2c0ca991bc.jpg,522,626,150,290
13f14f712cd9cff6.jpg,806,919,326,453
140.jpeg,616,810,4,247
140.jpeg,78,292,133,425
1400.jpeg,412,491,307,400
1400789924e3cd98.jpg,841,986,4,181
1400789924e3cd98.jpg,529,683,176,395
1400789924e3cd98.jpg,694,823,183,359
1402.jpeg,248,398,68,295
1403543246ecac63.jpg,653,752,371,518
1404.jpeg,59,189,46,205
1404.jpeg,353,480,157,328
1405.jpeg,910,1019,277,433
1405.jpeg,445,560,452,611
1406.jpeg,550,765,110,445
1406.jpeg,755,900,220,404
141.jpeg,221,349,37,194
1410.jpeg,548,885,4,432
1410.jpeg,238,362,423,606
1411.jpeg,770,945,922,1192
1414.jpeg,347,463,524,697
1417.jpeg,296,472,524,786
1418.jpeg,4,423,120,713
1418.jpeg,312,580,239,596
142.jpeg,4,126,4,201
142.jpeg,805,1019,529,763
1421.jpeg,915,1019,371,504
1422.jpeg,882,1010,40,202
1423.jpeg,249,364,1027,1202
1424.jpeg,749,824,233,353
1424.jpeg,391,717,384,767
1426.jpeg,608,916,161,493
1427.jpeg,909,1019,385,518
1427.jpeg,96,221,436,561
1427.jpeg,720,836,1047,1191
1428.jpeg,405,743,412,769
1429.jpeg,453,632,163,449
1432.jpeg,675,846,148,359
1439.jpeg,724,885,114,363
1439.jpeg,17,114,744,891
1439.jpeg,623,706,874,991
1439.jpeg,877,975,894,1024
143e8e7ca370e6e0.jpg,4,172,114,341
143e8e7ca370e6e0.jpg,138,269,548,713
1440.jpeg,346,543,374,598
1441bf3f01a4ab74.jpg,776,885,184,341
1441bf3f01a4ab74.jpg,238,442,217,553
1441bf3f01a4ab74.jpg,880,1019,602,763
1442.jpeg,362,547,263,506
1442.jpeg,359,433,875,976
14431ebc8e636618.jpg,121,257,115,325
14431ebc8e636618.jpg,4,284,232,681
14431ebc8e636618.jpg,483,602,344,510
14431ebc8e636618.jpg,714,808,555,681
1445.jpeg,234,356,497,678
1446.jpeg,242,353,1048,1159
1446.jpeg,255,381,1079,1280
1446.jpeg,816,944,1284,1442
1447.jpeg,173,482,4,478
1447.jpeg,616,797,85,288
1447.jpeg,851,1019,175,418
1447c922aa208a70.jpg,689,784,4,102
1450.jpeg,400,524,89,259
1450.jpeg,678,808,463,679
1451.jpeg,450,718,350,672
1458.jpeg,120,217,4,138
1458.jpeg,251,395,4,155
1458.jpeg,167,271,147,279
1461.jpeg,283,717,272,869
1462.jpeg,4,153,4,171
1462.jpeg,345,480,25,173
1468.jpeg,917,1013,711,819
1469.jpeg,670,992,111,578
147.jpeg,267,438,4,190
147.jpeg,667,760,227,346
1470.jpeg,425,791,4,391
1470.jpeg,259,372,109,240
1471.jpeg,420,576,104,316
1471.jpeg,550,700,767,934
1472.jpeg,335,644,112,529
1474.jpeg,307,493,118,342
1474.jpeg,4,443,403,843
1475.jpeg,597,746,74,281
1477.jpeg,556,768,71,424
1477.jpeg,320,452,172,378
1477.jpeg,107,301,478,761
1478.jpeg,356,523,62,336
1478.jpeg,546,750,77,359
1479.jpeg,192,296,124,270
1480.jpeg,111,278,182,427
1480.jpeg,461,637,296,500
1481.jpeg,625,785,216,422
1482.jpeg,650,791,44,220
1482.jpeg,276,413,77,221
1483.jpeg,660,797,43,211
1483.jpeg,137,277,52,222
1484.jpeg,184,295,567,718
1484.jpeg,874,1019,819,1012
1484.jpeg,596,734,843,1073
1484.jpeg,786,1019,1084,1361
1485.jpeg,566,742,88,293
1485.jpeg,274,423,198,361
1485.jpeg,579,828,302,587
1486.jpeg,410,596,253,475
1487.jpeg,658,780,860,989
1487.jpeg,339,451,1146,1299
1488.jpeg,378,528,213,387
1488.jpeg,398,626,772,1005
1489.jpeg,427,733,212,524
1489.jpeg,173,430,802,1075
1490.jpeg,4,90,4,138
1490.jpeg,802,1019,702,963
1491.jpeg,697,851,83,293
1491.jpeg,198,348,98,289
1492.jpeg,672,813,82,259
1492.jpeg,242,371,88,277
1492.jpeg,50,296,392,646
1492.jpeg,751,943,467,766
1493.jpeg,94,672,203,1019
1496.jpeg,261,396,295,480
1497.jpeg,223,595,69,459
1497.jpeg,756,906,418,614
1497.jpeg,517,641,1117,1271
1498.jpeg,700,855,80,317
1498.jpeg,398,535,803,1000
1498.jpeg,839,930,870,980
1499.jpeg,810,965,56,278
1499.jpeg,161,289,58,243
1499.jpeg,336,484,73,280
149f142064c935b6.jpg,614,714,323,471
14c5532170d056ea.jpg,322,579,304,665
1500.jpeg,369,525,59,307
1502.jpeg,522,755,59,306
1502.jpeg,4,128,128,285
1503.jpeg,360,653,138,483
1504.jpeg,154,255,12,158
1504.jpeg,503,609,67,200
1504.jpeg,370,491,435,556
1504.jpeg,911,1019,840,1019
1506.jpeg,175,819,94,985
1507.jpeg,305,401,281,380
1507.jpeg,575,664,364,480
1507.jpeg,418,495,557,656
1508.jpeg,153,328,38,269
1508.jpeg,605,772,83,327
1508.jpeg,49,126,915,1026
1509.jpeg,235,376,430,665
151.jpeg,507,605,164,277
1510.jpeg,4,100,346,477
1510.jpeg,170,540,363,845
1512.jpeg,679,830,114,305
1512.jpeg,173,360,142,361
1513.jpeg,4,205,206,426
1513.jpeg,475,564,259,405
1513.jpeg,758,1019,339,642
1514.jpeg,268,498,198,577
1514.jpeg,655,925,509,857
1514.jpeg,813,925,994,1180
1515.jpeg,212,352,4,237
1517.jpeg,214,464,109,458
1517.jpeg,536,635,509,644
1518.jpeg,635,845,402,675
1519.jpeg,397,513,93,210
1519.jpeg,4,113,223,362
152.jpeg,641,928,226,545
152.jpeg,316,448,290,485
1523.jpeg,4,107,4,121
1524.jpeg,4,131,4,210
1524.jpeg,781,1019,4,254
1525.jpeg,238,659,69,638
1526.jpeg,172,333,262,454
1527.jpeg,4,489,4,655
1528.jpeg,706,869,32,242
1529.jpeg,296,446,4,235
1529.jpeg,455,646,4,235
153.jpeg,476,572,475,616
1531.jpeg,156,533,105,680
1531.jpeg,471,600,240,450
1531.jpeg,615,775,438,603
1533.jpeg,602,811,400,732
1533.jpeg,313,431,1321,1448
1534.jpeg,477,559,328,453
1536.jpeg,361,684,4,443
1537.jpeg,450,689,535,779
1538.jpeg,227,413,4,198
1538.jpeg,318,542,79,438
1539.jpeg,383,695,165,498
1540.jpeg,884,1014,226,411
1540.jpeg,264,436,229,416
1543.jpeg,370,621,946,1245
1544.jpeg,621,743,861,983
1546.jpeg,656,865,987,1206
1548.jpeg,309,852,369,914
1549.jpeg,466,638,4,256
1549.jpeg,336,458,57,247
1549.jpeg,178,292,168,321
155.jpeg,796,1019,4,250
1551.jpeg,495,725,470,744
1554.jpeg,386,496,4,144
1554.jpeg,834,930,301,400
1555.jpeg,396,854,4,480
1555.jpeg,652,910,339,680
1556.jpeg,409,526,128,276
1556.jpeg,279,376,297,442
1556.jpeg,686,797,333,454
1556.jpeg,497,640,659,887
1556.jpeg,306,447,670,812
1556.jpeg,870,970,776,890
1556.jpeg,392,466,795,911
1557.jpeg,189,341,106,310
1558.jpeg,248,1019,325,1115
1558.jpeg,60,357,707,1036
1559.jpeg,294,833,10,646
1565.jpeg,593,810,30,315
1565.jpeg,171,318,225,439
1565.jpeg,823,1019,328,599
1568.jpeg,249,389,302,519
156e4fc953b817b9.jpg,648,727,193,323
156e4fc953b817b9.jpg,210,300,252,372
156e4fc953b817b9.jpg,451,530,275,403
1574.jpeg,543,781,4,349
1575.jpeg,83,240,288,514
1575.jpeg,502,579,292,406
1576.jpeg,476,670,637,930
158.jpeg,616,1019,4,536
1580.jpeg,470,742,114,545
1584.jpeg,460,598,45,239
1585.jpeg,729,857,402,605
1587.jpeg,851,1019,98,283
1587.jpeg,4,200,103,316
1587.jpeg,542,920,230,630
1588.jpeg,411,571,248,460
1588.jpeg,566,734,302,502
1590.jpeg,695,799,810,961
1592.jpeg,266,719,467,1044
1595.jpeg,451,606,210,415
1596.jpeg,646,820,71,277
1596.jpeg,215,333,346,475
1596.jpeg,112,205,486,616
1597.jpeg,561,700,89,230
1598.jpeg,250,655,4,484
1599.jpeg,416,674,217,494
15eebeee2bdb363e.jpg,183,311,247,440
1605.jpeg,4,244,120,411
1605.jpeg,553,743,167,434
1605.jpeg,114,403,269,716
1608.jpeg,564,703,281,445
1610.jpeg,4,310,1193,1531
1614.jpeg,60,235,6,272
1614.jpeg,353,572,6,265
1614.jpeg,535,747,6,265
1614.jpeg,824,1017,6,302
1614.jpeg,158,314,40,272
1615.jpeg,832,945,35,168
1615.jpeg,763,916,330,545
1616.jpeg,310,409,301,436
1619.jpeg,200,807,127,843
1620.jpeg,460,552,64,211
1621.jpeg,174,253,4,100
1621.jpeg,487,682,141,351
1622.jpeg,664,1019,55,549
1622.jpeg,905,1013,320,491
1622.jpeg,306,502,348,574
1622.jpeg,4,222,399,668
1623.jpeg,600,1019,154,599
1623.jpeg,196,464,222,524
1624.jpeg,283,349,435,544
1624.jpeg,639,794,441,681
16245ffa89d522e3.jpg,4,265,354,734
1625.jpeg,587,752,402,637
1625.jpeg,775,869,502,601
1627.jpeg,4,97,4,107
1627.jpeg,756,869,54,178
1627.jpeg,336,436,195,303
1628.jpeg,668,830,430,653
1629.jpeg,150,305,282,439
1629.jpeg,610,761,432,619
1629.jpeg,260,492,449,752
1629.jpeg,125,285,555,724
1629.jpeg,435,611,598,807
1629.jpeg,116,886,741,1533
163.jpeg,635,787,333,536
163.jpeg,227,345,380,554
